"HAGRID","Kingdom","Phylum","Class","Order","Family","Genus","Species","Common name","Female_maturity","Male_maturity","Gestation","Weaning","Litter_size","Litters_pa","Interbirth_interval","Birth_weight","Weaning_weight","Adult_weight","Growth_rate","Maximum_longevity","Source","Specimen_origin","Sample_size","Data_quality","IMR","MRDT","Metabolic_rate","Body_mass","Temperature","References"
908,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Loxops","coccineus","Akepa",365,730,15,NA,1.5,1,NA,NA,NA,10.4,NA,10,"445","wild","medium","acceptable",NA,NA,NA,NA,NA,"445"
909,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Magumma","parva","Anianiau",365,365,14,NA,3,1,NA,1.2,NA,10,NA,9.5,"445","wild","medium","acceptable",NA,NA,NA,NA,NA,"445"
910,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Melamprosops","phaeosoma","Poo-uli",NA,NA,NA,NA,NA,NA,NA,NA,NA,25.5,NA,9.2,"0427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,820"
911,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Palmeria","dolei","Akohekohe, or Crested honeycreeper",730,730,17,NA,1.5,2.5,NA,2.13,NA,26.2,NA,9.2,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,445"
912,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Paroreomyza","montana","Maui alauahio",608,608,16,NA,2,1,NA,1.7,NA,13.15,NA,NA,"","unknown","small","low",NA,NA,NA,NA,NA,"445"
913,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Pinicola","enucleator","Pine grosbeak",365,365,13,NA,4,NA,NA,NA,NA,65.3,NA,9.8,"427","wild","small","acceptable",NA,NA,NA,NA,NA,"427,444,445,977"
914,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Pyrrhula","pyrrhula","Eurasian bullfinch",365,365,NA,NA,NA,NA,NA,NA,NA,24.4,NA,17.5,"729","wild","medium","acceptable",NA,NA,NA,NA,NA,"729,820"
915,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Serinus","canaria","House canary",NA,NA,NA,NA,NA,NA,NA,NA,NA,24.3,NA,24,"1","captivity","medium","acceptable",NA,NA,0.230065,13.3,314.15,"1,62,403,405,425,820"
916,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Serinus","serinus","European serin",365,365,NA,NA,NA,NA,NA,NA,NA,11.2,0.315,NA,"","unknown","small","low",NA,NA,NA,NA,NA,"450,729,732,820"
917,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus","pinus","Pine siskin",363,NA,13,NA,3,1,NA,1.1,NA,12.7,NA,11,"","unknown","medium","acceptable",NA,NA,0.3003,14,NA,"444,445,510,820,1308"
918,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus","psaltria","Lesser goldfinch",NA,NA,12,NA,4,1,NA,NA,NA,9.23,NA,5.7,"580","wild","medium","acceptable",NA,NA,NA,NA,NA,"444,445,580"
919,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus","spinus","Eurasian siskin",365,365,NA,NA,NA,NA,NA,NA,NA,13.2,NA,13.5,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,729,820"
920,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Spinus","tristis","American goldfinch",363,NA,13,NA,5,2,NA,1.08,NA,12.8,NA,13,"","unknown","medium","acceptable",NA,NA,0.4108,13.6,NA,"435,444,445,820,1308"
921,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Telespiza","cantans","Laysan finch",365,NA,16,NA,3,2,NA,2.92,NA,33.3,NA,12,"445","captivity","small","acceptable",NA,NA,NA,NA,NA,"427,445,1308"
922,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Telespiza","ultima","Nihoa finch",NA,NA,15,NA,3,NA,NA,NA,NA,24.5,NA,12,"445","wild","medium","acceptable",NA,NA,NA,NA,NA,"445"
923,"Animalia","Chordata","Aves","Passeriformes","Fringillidae","Vestiaria","coccinea","Iiwi",NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3,NA,8.8,"0427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,820"
924,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Dendrocincla","anabatina","Tawny-winged woodcreeper",NA,NA,NA,NA,NA,NA,NA,NA,NA,34.4,NA,11,"1419","wild","small","acceptable",NA,NA,NA,NA,NA,"820,1419"
925,"Animalia","Chordata","Aves","Passeriformes","Furnariidae","Thripadectes","melanorhynchus","Black-billed treehunter",NA,NA,NA,NA,NA,NA,NA,NA,NA,44.3,NA,10,"1414","wild","tiny","acceptable",NA,NA,NA,NA,NA,"820,1414"
926,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Cecropis","daurica","Red-rumped swallow",363,NA,NA,NA,NA,NA,NA,NA,NA,22.2,NA,9,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,820,1308"
927,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Delichon","urbicum","Common house-martin and northern house-martin",365,365,NA,NA,NA,NA,NA,NA,NA,14.5,0.354,15,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,729,732,820"
928,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Hirundo","neoxena","Welcome swallow",363,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,11.5,"1305","wild","medium","acceptable",NA,NA,NA,NA,NA,"1305,1308"
929,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Hirundo","rustica","Barn swallow",365,365,15,NA,6,2,NA,2.3,NA,18.3,0.485,16,"","unknown","medium","acceptable",NA,NA,0.3158,18,NA,"88,444,445,510,723,724,729,732,820,1143"
930,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Petrochelidon","ariel","Fairy martin",NA,NA,NA,NA,NA,NA,NA,NA,NA,11.025,NA,5.3,"1305","wild","large","acceptable",NA,NA,NA,NA,NA,"1305,1308"
931,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Petrochelidon","fulva","Cave swallow",365,NA,NA,NA,4,2,NA,NA,NA,20.15,NA,12.2,"427","wild","small","acceptable",NA,NA,NA,NA,NA,"427,444,445,972"
932,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Petrochelidon","nigricans","Tree martin",NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,NA,6.1,"1305","wild","small","acceptable",NA,NA,NA,NA,NA,"1305,1308"
933,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Petrochelidon","pyrrhonota","Cliff swallow",365,365,14,NA,4,1,NA,1.9,NA,23.24,0.558,11.8,"427","wild","large","acceptable",NA,NA,NA,NA,NA,"427,444,445,732"
934,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Progne","subis","Purple martin",365,365,15,NA,5,1,NA,2.8,NA,45,0.384,13.8,"579","wild","medium","acceptable",NA,NA,NA,NA,NA,"444,445,579,732,1143"
935,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Riparia","riparia","Bank swallow",365,365,15,NA,4,NA,NA,1.6,NA,12.7,NA,10.1,"0450","wild","large","acceptable",NA,NA,0.2328,13.6,NA,"444,445,450,510,729,820,1387"
936,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Stelgidopteryx","ruficollis","Southern rough-winged swallow",363,NA,14,NA,6,NA,NA,NA,NA,16,0.46,5.9,"579","wild","medium","acceptable",NA,NA,NA,NA,NA,"444,579,732,1308"
937,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Stelgidopteryx","serripennis","Northern rough-winged swallow",365,365,NA,NA,NA,NA,NA,NA,NA,15.7,NA,5.9,"0427","wild","tiny","acceptable",NA,NA,NA,NA,NA,"427,820,977"
938,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta","bicolor","Tree swallow",365,365,14,NA,5,1,NA,1.6,NA,19,0.46,12.1,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"419,427,432,444,445,732,751,779,1143"
939,"Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta","thalassina","Violet-green swallow",363,NA,14,NA,4,1,NA,1.66,NA,14.2,0.412,9.1,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,444,445,732,820,1308"
940,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius","phoeniceus","Red-winged blackbird",365,365,12,NA,3.5,1.5,NA,2.75,NA,56.7,0.556,20,"","unknown","medium","acceptable",NA,NA,NA,NA,NA,"61,444,445,732"
941,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius","tricolor","Tricolored blackbird",365,730,11,NA,3,2,NA,3.05,NA,56.5,NA,13.2,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,444,445,1308"
942,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Agelaius","xanthomus","Yellow-shouldered blackbird",NA,NA,NA,NA,NA,NA,NA,NA,NA,38.4,NA,12.6,"0427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,820"
943,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Dolichonyx","oryzivorus","Bobolink",365,365,13,NA,5,1.5,NA,NA,NA,35,NA,9,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1,444,445"
944,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Euphagus","carolinus","Rusty blackbird",365,365,14,NA,4.5,1,NA,NA,NA,60.8,NA,8.8,"1","wild","medium","acceptable",NA,NA,NA,NA,NA,"1,444,445"
945,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Euphagus","cyanocephalus","Brewers blackbird	365	365	13		5	1.5		3.7		64.55	0.469	12.5	580	wild	medium	acceptable						444,445,580,732
00946	Animalia	Chordata	Aves	Passeriformes	Icteridae	Icterus	bullockii	Bullocks oriole",365,365,11,NA,5,NA,NA,NA,NA,36.62,NA,8.9,"427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,445"
947,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","cucullatus","Hooded oriole",NA,NA,13,NA,4,2,NA,NA,NA,24.3,NA,6,"580","wild","medium","acceptable",NA,NA,NA,NA,NA,"444,445,580"
948,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","galbula","Baltimore oriole",365,NA,13,NA,4,1,NA,2,NA,32.9,NA,14,"","unknown","medium","acceptable",NA,NA,0.5052,37.5,NA,"435,444,445,820,1308"
949,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","leucopteryx","Jamaican oriole",NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9,NA,12.2,"0427","wild","medium","acceptable",NA,NA,NA,NA,NA,"427,820"
950,"Animalia","Chordata","Aves","Passeriformes","Icteridae","Icterus","parisorum","Scotts oriole			14		3	1		2		36.2		6.4	580	wild	medium	acceptable						444,445,580
00951	Animalia	Chordata	Aves	Passeriformes	Icteridae	Icterus	pectoralis	Spot-breasted oriole					3					46.5		11.6	580	wild	medium	acceptable						444,580,820
00952	Animalia	Chordata	Aves	Passeriformes	Icteridae	Icterus	spurius	Orchard oriole	365		13		5	1				21		17.7	Julie Zickefoose, pers. comm.	captivity	medium	acceptable						427,444,445
00953	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus	aeneus	Bronzed cowbird	365	365	12		1	1		5.12		62.9				unknown	small	low						427,444,445,1308
00954	Animalia	Chordata	Aves	Passeriformes	Icteridae	Molothrus	ater	Brown-headed cowbird	365	365	11			1		2.22		38.1	0.576	16.9	577	wild	medium	acceptable	0.45		0.6315	42.5		425,437,444,445,577,732
00955	Animalia	Chordata	Aves	Passeriformes	Icteridae	Quiscalus	major	Boat-tailed grackle			13		4	1		6.64		152.6	0.386	13.9	427	wild	medium	questionable						427,444,445,732
00956	Animalia	Chordata	Aves	Passeriformes	Icteridae	Quiscalus	mexicanus	Great-tailed grackle	365	730	13		3	1.5		6.21		168.7	0.39	12.5	580	wild	medium	questionable						444,445,580,732
00957	Animalia	Chordata	Aves	Passeriformes	Icteridae	Quiscalus	quiscula	Common grackle			14		5	1		5.57		111		23.1	427	wild	medium	acceptable						427,444,445
00958	Animalia	Chordata	Aves	Passeriformes	Icteridae	Sturnella	magna	Eastern meadowlark	365	365	13		5	1		5		94.71		12.6	427	wild	small	acceptable						427,444,445
00959	Animalia	Chordata	Aves	Passeriformes	Icteridae	Sturnella	neglecta	Western meadowlark	365	365	14		3	2		7		85		10	1	captivity	tiny	acceptable						1,444,445
00960	Animalia	Chordata	Aves	Passeriformes	Icteridae	Xanthocephalus	xanthocephalus	Yellow-headed blackbird	289		12		4	1		3.3		75.75	0.502	18		unknown	medium	acceptable						444,445,732
00961	Animalia	Chordata	Aves	Passeriformes	Laniidae	Lanius	collurio	Red-backed shrike	365	365								28.4	0.452	10.1	450	wild	medium	acceptable			0.383	27		450,510,729,732,820
00962	Animalia	Chordata	Aves	Passeriformes	Laniidae	Lanius	excubitor	Northern shrike	335	335			5	1		4		63.5		12		unknown	medium	acceptable			0.8161	72.4		444,445,510,729,820
00963	Animalia	Chordata	Aves	Passeriformes	Laniidae	Lanius	ludovicianus	Loggerhead shrike	365	365	11		5	2		3.2		46	0.45	12.5	578	wild	small	acceptable						440,444,445,578,732
00964	Animalia	Chordata	Aves	Passeriformes	Laniidae	Lanius	senator	Woodchat shrike	365	365								36		5.7	450	wild	medium	acceptable						450,729,820
00965	Animalia	Chordata	Aves	Passeriformes	Leiothrichidae	Leiothrix	lutea	Red-billed leiothrix			12					3.1		21.5		15	575	captivity	large	acceptable						445,575
00966	Animalia	Chordata	Aves	Passeriformes	Leiothrichidae	Turdoides	squamiceps	Arabian babbler										73.5		13.5	450	wild	medium	acceptable						450,821
00967	Animalia	Chordata	Aves	Passeriformes	Leiothrichidae	Turdoides	striata	Bengal jungle babbler										66		16.5	575	captivity	small	acceptable						575,820
00968	Animalia	Chordata	Aves	Passeriformes	Locustellidae	Locustella	fluviatilis	River warbler										16.1		6.9	0450	wild	medium	acceptable						450,820
00969	Animalia	Chordata	Aves	Passeriformes	Locustellidae	Locustella	luscinioides	Savis warbler",365,365,NA,NA,NA,NA,NA,NA,NA,13.9,NA,9.8,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,729,820"
970,"Animalia","Chordata","Aves","Passeriformes","Locustellidae","Locustella","naevia","Common grasshopper-warbler",365,365,NA,NA,NA,NA,NA,NA,NA,13.3,NA,5.9,"450","wild","medium","acceptable",NA,NA,NA,NA,NA,"450,729,820"
971,"Animalia","Chordata","Aves","Passeriformes","Locustellidae","Megalurus","gramineus","Little grassbird",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3,NA,3.3,"1305","wild","medium","acceptable",NA,NA,NA,NA,NA,"1305,1308"
972,"Animalia","Chordata","Aves","Passeriformes","Locustellidae","Megalurus","timoriensis","Tawny grassbird",NA,NA,NA,NA,NA,NA,NA,NA,NA,24.775,NA,3.2,"1305","wild","medium","acceptable",NA,NA,NA,NA,NA,"1305,1308"
973,"Animalia","Chordata","Aves","Passeriformes","Machaerirhynchidae","Machaerirhynchus","flaviventer","Yellow-breasted boatbill",NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,12,"1305","wild","small","acceptable",NA,NA,NA,NA,NA,"1305,1308"
974,"Animalia","Chordata","Aves","Passeriformes","Maluridae","Amytornis","barbatus","Grey grasswren",NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2,NA,3,"1305","wild","small","acceptable",NA,NA,NA,NA,NA,"1305,1308"
975,"Animalia","Chordata","Aves","Passeriformes","Maluridae","Malurus","amabilis","Lovely fairywren",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.65,NA,12,"1305","wild","tiny","acceptable",NA,NA,NA,NA,NA,"1305,1308"
976,"Animalia","Chordata","Aves","Passeriformes","Maluridae","Malurus","coronatus","Purple-crowned fairywren",NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,NA,5.5,"1305","wild","large","acceptable",NA,NA,NA,NA,NA,"1305,1308"
977,"Animalia","Chordata","Aves","Passeriformes","Maluridae","Malurus","cyaneus","Superb fairywren",365,365,NA,NA,NA,NA,NA,NA,NA,10.4,NA,10.5,"1305","wild","large","acceptable",NA,NA,NA,NA,NA,"820,958,1305"
978,"Animalia","Chordata","Aves","Passeriformes","Maluridae","Malurus","elegans","Red-winged fairywren",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.75,NA,10,"1305","wild","medium","acceptable",NA,NA,NA,NA,NA,"1305,1308"
979,"Animalia","Chordata","Aves","Passeriformes","Maluridae","Malurus","lamberti","Variegated fairywren",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.15,NA,11,"1305","wild","large","acceptable",NA,NA,NA,NA,NA,"1305,1308"
980,"Animalia","Chordata","Aves","Passeriformes","Maluridae","Malurus","leucopterus","White-winged fairywren",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,6,"1305","wild","medium","acceptable",NA,NA,NA,NA,NA,"1305,1308"
981,"Animalia","Chordata","Aves","Passeriformes","Maluridae","Malurus","melanocephalus","Red-backed fairywren",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,7.7,"1305","wild","large","acceptable",NA,NA,NA,NA,NA,"1305,1308"
982,"Animalia","Chordata","Aves","Passeriformes","Maluridae","Malurus","pulcherrimus","Blue-breasted fairywren",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,6.4,"1305","wild","medium","acceptable",NA,NA,NA,NA,NA,"1305,1308"
983,"Animalia","Chordata","Aves","Passeriformes","Maluridae","Malurus","splendens","Splendid fairywren",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3125,NA,11,"1305","wild","large","acceptable",NA,NA,NA,NA,NA,"1305,1308"
984,"Animalia","Chordata","Aves","Passeriformes","Maluridae","Stipiturus","malachurus","Southern emu-wren",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.525,NA,3.7,"1305","wild","small","acceptable",NA,NA,NA,NA,NA,"1305,1308"
985,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Acanthagenys","rufogularis","Spiny-cheeked honeyeater",NA,NA,NA,NA,NA,NA,NA,NA,NA,47.8,NA,13.6,"1305","wild","medium","acceptable",NA,NA,NA,NA,NA,"1305,1308"
986,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Acanthorhynchus","superciliosus","Western spinebill",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.75,NA,10.7,"1305","wild","large","acceptable",NA,NA,NA,NA,NA,"1305,1308"
987,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Acanthorhynchus","tenuirostris","Eastern spinebill",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7875,NA,15.5,"1305","wild","large","acceptable",NA,NA,NA,NA,NA,"1305,1308"
988,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Anthochaera","carunculata","Red wattlebird",NA,NA,NA,NA,NA,NA,NA,NA,NA,102.55,NA,13.3,"1305","wild","medium","acceptable",NA,NA,NA,NA,NA,"1305,1308"
989,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Anthochaera","chrysoptera","Little wattlebird",NA,NA,NA,NA,NA,NA,NA,NA,NA,66.075,NA,7.1,"1305","wild","small","acceptable",NA,NA,NA,NA,NA,"1305,1308"
990,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Anthochaera","lunulata","Western wattlebird",NA,NA,NA,NA,NA,NA,NA,NA,NA,63.8,NA,11.5,"1305","wild","small","acceptable",NA,NA,NA,NA,NA,"1305,1308"
991,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Anthochaera","paradoxa","Yellow wattlebird",NA,NA,NA,NA,NA,NA,NA,NA,NA,145.9,NA,9.8,"1305","wild","small","acceptable",NA,NA,NA,NA,NA,"1305,1308"
992,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Conopophila","albogularis","Rufous-banded honeyeater",NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,NA,3.7,"1305","wild","medium","questionable",NA,NA,NA,NA,NA,"1305,1308"
993,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Conopophila","rufogularis","Rufous-throated honeyeater",NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,NA,9.8,"1305","wild","medium","acceptable",NA,NA,NA,NA,NA,"1305,1308"
994,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Entomyzon","cyanotis","Blue-faced honeyeater",NA,NA,NA,NA,NA,NA,NA,NA,NA,101.425,NA,9.1,"1305","wild","medium","acceptable",NA,NA,NA,NA,NA,"1305,1308"
995,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Lichenostomus","chrysops","Yellow-faced honeyeater",NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3,NA,12.6,"1305","wild","large","acceptable",NA,NA,NA,NA,NA,"820,1305"
996,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Lichenostomus","cratitius","Purple-gaped honeyeater",NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4,NA,13.7,"1305","wild","medium","acceptable",NA,NA,NA,NA,NA,"1305,1308"
997,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Lichenostomus","fasciogularis","Mangrove honeyeater",NA,NA,NA,NA,NA,NA,NA,NA,NA,26.9,NA,4.5,"1305","wild","small","questionable",NA,NA,NA,NA,NA,"820,1305"
998,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Lichenostomus","flavescens","Yellow-tinted honeyeater",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4,NA,6.5,"1305","wild","medium","acceptable",NA,NA,NA,NA,NA,"820,1305"
999,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Lichenostomus","flavicollis","Yellow-throated honeyeater",NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,5,"1305","wild","medium","questionable",NA,NA,NA,NA,NA,"820,1305"
1000,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Lichenostomus","flavus","Yellow honeyeater",NA,NA,NA,NA,NA,NA,NA,NA,NA,21.4,NA,4.2,"1305","wild","small","questionable",NA,NA,NA,NA,NA,"820,1305"
1001,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Lichenostomus","frenatus","Bridled honeyeater",NA,NA,NA,NA,NA,NA,NA,NA,NA,34.2,NA,4.9,"1305","wild","medium","questionable",NA,NA,NA,NA,NA,"820,1305"
1002,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Lichenostomus","fuscus","Fuscous honeyeater",NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8,NA,17.6,"1305","wild","large","acceptable",NA,NA,NA,NA,NA,"820,1305"
1003,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Lichenostomus","leucotis","White-eared honeyeater",NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,12.8,"1305","wild","medium","acceptable",NA,NA,NA,NA,NA,"820,1305"
1004,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Lichenostomus","melanops","Yellow-tufted honeyeater",NA,NA,NA,NA,NA,NA,NA,NA,NA,31.85,NA,15.3,"1305","wild","large","acceptable",NA,NA,NA,NA,NA,"1305,1308"
1005,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Lichenostomus","ornatus","Yellow-plumed honeyeater",NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6,NA,9.1,"1305","wild","medium","acceptable",NA,NA,NA,NA,NA,"820,1305"
1006,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Lichenostomus","penicillatus","White-plumed honeyeater",NA,NA,NA,NA,NA,NA,NA,NA,NA,19.4,NA,15.9,"1305","wild","large","acceptable",NA,NA,NA,NA,NA,"820,1305"
1007,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Lichenostomus","unicolor","White-gaped honeyeater",NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8,NA,12.2,"1305","wild","medium","acceptable",NA,NA,NA,NA,NA,"820,1305"
1008,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Lichenostomus","virescens","Singing honeyeater",NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4,NA,10.5,"1305","wild","large","acceptable",NA,NA,NA,NA,NA,"820,1305"
1009,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Lichmera","indistincta","Brown honeyeater",NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,NA,13.2,"1305","wild","large","acceptable",NA,NA,NA,NA,NA,"1305,1308"
1010,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Manorina","flavigula","Yellow-throated miner",NA,NA,NA,NA,NA,NA,NA,NA,NA,52.6,NA,12.1,"1305","wild","medium","acceptable",NA,NA,NA,NA,NA,"1305,1308"
1011,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Manorina","melanocephala","Noisy miner",NA,NA,NA,NA,NA,NA,NA,NA,NA,60.575,NA,12.4,"1305","wild","medium","acceptable",NA,NA,NA,NA,NA,"1305,1308"
1012,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Manorina","melanophrys","Bell miner",NA,NA,NA,NA,NA,NA,NA,NA,NA,29.725,NA,13.6,"1305","wild","large","acceptable",NA,NA,NA,NA,NA,"1305,1308"
1013,"Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Meliphaga","gracilis","Graceful honeyeater",NA,NA,NA,NA,NA,NA,NA,NA,NA,14.75,NA,12,"1305","wild","small","acceptable",NA,NA,NA,NA,NA,"1305,1308"
